acquired,plot,blue,green,red,nir,row,panel,Date,Treatment,Block,PM_severity,DM_severity,total_dis,geometry,centroid,PM_inc,DM_inc
20210707,1,0.0320064516129032,0.0664322580645161,0.0400838709677419,0.2900032258064516,1,1,2021-07-07,5.0,DM,0.0,0.0,0.05,"POLYGON ((-77.0152645742787 42.878300949250196, -77.01535545427274 42.87831851925121, -77.01535240633272 42.87832723797974, -77.0152615263266 42.87830966797658, -77.0152645742787 42.878300949250196))",POINT (-77.0153084903025 42.8783140936145),0.0,0.0
20210707,2,0.0335275862068965,0.0678793103448275,0.0433241379310344,0.2702896551724138,1,2,2021-07-07,7.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01535545427274 42.87831851925121, -77.01544069426711 42.87833411925217, -77.01543764633853 42.878342837982714, -77.01535240633272 42.87832723797974, -77.01535545427274 42.87831851925121))",POINT (-77.0153965503027 42.87833067861654),0.0,0.0
20210707,3,0.0339033333333333,0.0678966666666666,0.0429466666666666,0.2738166666666666,1,3,2021-07-07,9.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01544069426711 42.87833411925217, -77.01552730426143 42.878350659253144, -77.0155242563444 42.87835937798574, -77.01543764633853 42.878342837982714, -77.01544069426711 42.87833411925217))",POINT (-77.01548247530272 42.87834674861851),0.0,0.0
20210707,4,0.0328677419354838,0.067358064516129,0.0420548387096774,0.2804548387096774,1,4,2021-07-07,15.0,DM,0.0,0.0,0.6,"POLYGON ((-77.01552730426143 42.878350659253144, -77.01561588425558 42.87836680925413, -77.01561283635041 42.87837552798884, -77.0155242563444 42.87835937798574, -77.01552730426143 42.878350659253144))",POINT (-77.01557007030289 42.87836309362055),0.0,0.0
20210707,5,0.0321035714285714,0.0666357142857142,0.0388357142857142,0.2926642857142857,1,5,2021-07-07,3.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01561588425558 42.87836680925413, -77.01570014425 42.878381989255075, -77.01569709635612 42.87839070799176, -77.01561283635041 42.87837552798884, -77.01561588425558 42.87836680925413))",POINT (-77.01565649030296 42.878378758622546),0.0,0.0
20210707,6,0.0328129032258064,0.0682709677419354,0.0398483870967741,0.2917838709677419,1,6,2021-07-07,11.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01570014425 42.878381989255075, -77.01579094424405 42.87839937925609, -77.01578789636228 42.878408097994935, -77.01569709635612 42.87839070799176, -77.01570014425 42.878381989255075))",POINT (-77.01574402030295 42.87839504362453),0.0,0.0
20210707,7,0.030803448275862,0.067551724137931,0.0384689655172413,0.2965965517241379,1,7,2021-07-07,8.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01579094424405 42.87839937925609, -77.01587402423856 42.87841479925702, -77.01587097636792 42.87842351799784, -77.01578789636228 42.878408097994935, -77.01579094424405 42.87839937925609))",POINT (-77.01583096030309 42.87841144862656),0.0,0.0
20210707,8,0.0328172413793103,0.0670689655172413,0.0388689655172413,0.3089448275862069,1,8,2021-07-07,4.0,DM,0.0,0.0,0.2,"POLYGON ((-77.01587402423856 42.87841479925702, -77.01596069423286 42.878431769258, -77.01595764637376 42.87844048800086, -77.01587097636792 42.87842351799784, -77.01587402423856 42.87841479925702))",POINT (-77.01591583530309 42.8784276436285),0.0,0.0
20210707,9,0.032921875,0.0677,0.038834375,0.30551875,1,9,2021-07-07,13.0,DM,0.0,0.0,0.2,"POLYGON ((-77.01596069423286 42.878431769258, -77.01605424422672 42.878449719259045, -77.01605119638012 42.87845843800412, -77.01595764637376 42.87844048800086, -77.01596069423286 42.878431769258))",POINT (-77.01600594530318 42.87844510363057),0.0,0.0
20210707,10,0.0319733333333333,0.0674133333333333,0.03873,0.3047,1,10,2021-07-07,14.0,DM,0.0,0.0,0.35,"POLYGON ((-77.01605424422672 42.878449719259045, -77.01613850422115 42.87846450926, -77.01613545638585 42.87847322800707, -77.01605119638012 42.87845843800412, -77.01605424422672 42.878449719259045))",POINT (-77.01609485030343 42.87846147363265),0.0,0.0
20210707,11,0.0334035714285714,0.0678928571428571,0.03855,0.3054321428571428,1,11,2021-07-07,6.0,DM,0.0,0.0,0.35,"POLYGON ((-77.01613850422115 42.87846450926, -77.01622493421546 42.87848145926097, -77.01622188639168 42.878490178010075, -77.01613545638585 42.87847322800707, -77.01613850422115 42.87846450926))",POINT (-77.01618019530333 42.87847734363459),0.0,0.0
20210707,12,0.0312551724137931,0.0668344827586206,0.0379724137931034,0.3066793103448276,1,12,2021-07-07,16.0,DM,0.0,0.0,0.35,"POLYGON ((-77.01622493421546 42.87848145926097, -77.0163126942097 42.87849793926196, -77.01630964639764 42.87850665801316, -77.01622188639168 42.878490178010075, -77.01622493421546 42.87848145926097))",POINT (-77.0162672903035 42.87849405863662),0.0,0.0
