acquired,plot,blue,green,red,nir,row,panel,Date,Treatment,Block,PM_severity,DM_severity,total_dis,geometry,centroid
20210707,1,0.032006451612903226,0.06643225806451614,0.040083870967741936,0.2900032258064516,1,1,2021-07-07,5.0,DM,0.0,0.0,0.05,"POLYGON ((-77.0152645742787 42.878300949250196, -77.01535545427274 42.87831851925121, -77.01535240633272 42.87832723797974, -77.0152615263266 42.87830966797658, -77.0152645742787 42.878300949250196))",POINT (-77.0153084903025 42.8783140936145)
20210707,2,0.033527586206896554,0.06787931034482758,0.043324137931034484,0.2702896551724138,1,2,2021-07-07,7.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01535545427274 42.87831851925121, -77.01544069426711 42.87833411925217, -77.01543764633853 42.878342837982714, -77.01535240633272 42.87832723797974, -77.01535545427274 42.87831851925121))",POINT (-77.0153965503027 42.87833067861654)
20210707,3,0.033903333333333334,0.06789666666666667,0.04294666666666666,0.27381666666666665,1,3,2021-07-07,9.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01544069426711 42.87833411925217, -77.01552730426143 42.878350659253144, -77.0155242563444 42.87835937798574, -77.01543764633853 42.878342837982714, -77.01544069426711 42.87833411925217))",POINT (-77.01548247530272 42.87834674861851)
20210707,4,0.03286774193548387,0.06735806451612904,0.04205483870967742,0.2804548387096774,1,4,2021-07-07,15.0,DM,0.0,0.0,0.6,"POLYGON ((-77.01552730426143 42.878350659253144, -77.01561588425558 42.87836680925413, -77.01561283635041 42.87837552798884, -77.0155242563444 42.87835937798574, -77.01552730426143 42.878350659253144))",POINT (-77.01557007030289 42.87836309362055)
20210707,5,0.032103571428571426,0.06663571428571428,0.038835714285714286,0.2926642857142857,1,5,2021-07-07,3.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01561588425558 42.87836680925413, -77.01570014425 42.878381989255075, -77.01569709635612 42.87839070799176, -77.01561283635041 42.87837552798884, -77.01561588425558 42.87836680925413))",POINT (-77.01565649030296 42.878378758622546)
20210707,6,0.032812903225806454,0.06827096774193549,0.03984838709677419,0.29178387096774194,1,6,2021-07-07,11.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01570014425 42.878381989255075, -77.01579094424405 42.87839937925609, -77.01578789636228 42.878408097994935, -77.01569709635612 42.87839070799176, -77.01570014425 42.878381989255075))",POINT (-77.01574402030295 42.87839504362453)
20210707,7,0.03080344827586207,0.06755172413793104,0.038468965517241376,0.29659655172413796,1,7,2021-07-07,8.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01579094424405 42.87839937925609, -77.01587402423856 42.87841479925702, -77.01587097636792 42.87842351799784, -77.01578789636228 42.878408097994935, -77.01579094424405 42.87839937925609))",POINT (-77.01583096030309 42.87841144862656)
20210707,8,0.032817241379310344,0.06706896551724138,0.03886896551724138,0.3089448275862069,1,8,2021-07-07,4.0,DM,0.0,0.0,0.2,"POLYGON ((-77.01587402423856 42.87841479925702, -77.01596069423286 42.878431769258, -77.01595764637376 42.87844048800086, -77.01587097636792 42.87842351799784, -77.01587402423856 42.87841479925702))",POINT (-77.01591583530309 42.8784276436285)
20210707,9,0.032921875,0.0677,0.038834375,0.30551875,1,9,2021-07-07,13.0,DM,0.0,0.0,0.2,"POLYGON ((-77.01596069423286 42.878431769258, -77.01605424422672 42.878449719259045, -77.01605119638012 42.87845843800412, -77.01595764637376 42.87844048800086, -77.01596069423286 42.878431769258))",POINT (-77.01600594530318 42.87844510363057)
20210707,10,0.03197333333333333,0.06741333333333334,0.03873,0.3047,1,10,2021-07-07,14.0,DM,0.0,0.0,0.35,"POLYGON ((-77.01605424422672 42.878449719259045, -77.01613850422115 42.87846450926, -77.01613545638585 42.87847322800707, -77.01605119638012 42.87845843800412, -77.01605424422672 42.878449719259045))",POINT (-77.01609485030343 42.87846147363265)
20210707,11,0.03340357142857143,0.06789285714285714,0.03855,0.3054321428571428,1,11,2021-07-07,6.0,DM,0.0,0.0,0.35,"POLYGON ((-77.01613850422115 42.87846450926, -77.01622493421546 42.87848145926097, -77.01622188639168 42.878490178010075, -77.01613545638585 42.87847322800707, -77.01613850422115 42.87846450926))",POINT (-77.01618019530333 42.87847734363459)
20210707,12,0.0312551724137931,0.06683448275862068,0.03797241379310345,0.3066793103448276,1,12,2021-07-07,16.0,DM,0.0,0.0,0.35,"POLYGON ((-77.01622493421546 42.87848145926097, -77.0163126942097 42.87849793926196, -77.01630964639764 42.87850665801316, -77.01622188639168 42.878490178010075, -77.01622493421546 42.87848145926097))",POINT (-77.0162672903035 42.87849405863662)
20210707,13,0.033466666666666665,0.06826333333333333,0.03814666666666666,0.30488333333333334,1,13,2021-07-07,2.0,DM,0.0,0.0,0.0,"POLYGON ((-77.0163126942097 42.87849793926196, -77.01639960420395 42.878514359262944, -77.01639655640352 42.878523078016194, -77.01630964639764 42.87850665801316, -77.0163126942097 42.87849793926196))",POINT (-77.01635462530355 42.878510508638634)
20210707,14,0.032486206896551725,0.06613103448275862,0.03861034482758621,0.29986206896551726,1,14,2021-07-07,10.0,DM,0.0,0.0,0.15,"POLYGON ((-77.01639960420395 42.878514359262944, -77.01648440419838 42.878530209263886, -77.01648135640927 42.87853892801913, -77.01639655640352 42.878523078016194, -77.01639960420395 42.878514359262944))",POINT (-77.01644048030364 42.87852664364061)
20210707,15,0.03280689655172414,0.06841379310344828,0.0385551724137931,0.320751724137931,1,15,2021-07-07,12.0,DM,0.0,0.0,0.3,"POLYGON ((-77.01648440419838 42.878530209263886, -77.01657162419265 42.878547489264875, -77.01656857641517 42.8785562080222, -77.01648135640927 42.87853892801913, -77.01648440419838 42.878530209263886))",POINT (-77.01652649030365 42.87854320864258)
20210707,16,0.03371935483870968,0.06603870967741936,0.03920967741935484,0.3057870967741936,1,16,2021-07-07,20.0,DM,0.0,0.0,0.45,"POLYGON ((-77.01657162419265 42.878547489264875, -77.01666455418655 42.878565659265924, -77.01666150642144 42.878574378025434, -77.01656857641517 42.8785562080222, -77.01657162419265 42.878547489264875))",POINT (-77.01661656530372 42.87856093364467)
20210707,17,0.030625806451612902,0.06605483870967742,0.038006451612903225,0.30194516129032256,2,1,2021-07-07,12.0,DM,0.0,0.0,0.1,"POLYGON ((-77.01526519363786 42.878326687245526, -77.01535716363179 42.87834444724656, -77.01535413697367 42.878353169984464, -77.01526216696745 42.87833540998127, -77.01526519363786 42.878326687245526))",POINT (-77.01530966530248 42.878339928614515)
20210707,18,0.033044827586206894,0.06502413793103448,0.041634482758620694,0.2687896551724138,2,2,2021-07-07,15.0,DM,0.0,0.0,0.0,"POLYGON ((-77.01535716363179 42.87834444724656, -77.01544010362635 42.878360347247515, -77.0154370769793 42.87836906998736, -77.01535413697367 42.878353169984464, -77.01535716363179 42.87834444724656))",POINT (-77.01539712030262 42.87835675861655)
20210707,19,0.03199310344827586,0.06678275862068965,0.0423,0.2682689655172414,2,3,2021-07-07,7.0,DM,0.0,0.0,0.15,"POLYGON ((-77.01544010362635 42.878360347247515, -77.01552583362069 42.87837611724848, -77.01552280698512 42.87838483999034, -77.0154370769793 42.87836906998736, -77.01544010362635 42.878360347247515))",POINT (-77.01548145530275 42.8783725936185)
20210707,20,0.03108125,0.0661375,0.03845,0.280840625,2,4,2021-07-07,4.0,DM,0.0,0.0,0.0,"POLYGON ((-77.01552583362069 42.87837611724848, -77.01561655361472 42.878393657249504, -77.01561352699126 42.878402379993496, -77.01552280698512 42.87838483999034, -77.01552583362069 42.87837611724848))",POINT (-77.01556968030273 42.87838924862052)
20210707,21,0.03248965517241379,0.06573793103448275,0.03931724137931034,0.2832689655172414,2,5,2021-07-07,6.0,DM,0.0,0.0,0.05,"POLYGON ((-77.01561655361472 42.878393657249504, -77.01570177360908 42.87840924725045, -77.01569874699705 42.87841796999645, -77.01561352699126 42.878402379993496, -77.01561655361472 42.878393657249504))",POINT (-77.01565765030291 42.878405813622564)
20210707,22,0.03215862068965517,0.06544827586206897,0.03949310344827586,0.2884103448275862,2,6,2021-07-07,18.0,DM,0.0,0.0,0.0,"POLYGON ((-77.01570177360908 42.87840924725045, -77.01578994360328 42.87842550725146, -77.01578691700306 42.87843422999952, -77.01569874699705 42.87841796999645, -77.01570177360908 42.87840924725045))",POINT (-77.015744345303 42.87842173862455)
20210707,23,0.032475862068965515,0.06684827586206897,0.040965517241379305,0.27626206896551725,2,7,2021-07-07,2.0,DM,0.0,0.0,0.05,"POLYGON ((-77.01578994360328 42.87842550725146, -77.0158741935977 42.87844101725241, -77.01587116700875 42.87844974000245, -77.01578691700306 42.87843422999952, -77.01578994360328 42.87842550725146))",POINT (-77.0158305553031 42.878437623626546)
20210707,24,0.03233571428571428,0.06648928571428571,0.041685714285714284,0.28641428571428573,2,8,2021-07-07,9.0,DM,0.0,0.1,0.1,"POLYGON ((-77.0158741935977 42.87844101725241, -77.01596197359193 42.8784577972534, -77.01595894701471 42.8784665200055, -77.01587116700875 42.87844974000245, -77.0158741935977 42.87844101725241))",POINT (-77.01591657030309 42.87845376862851)
20210707,25,0.03429,0.06820333333333332,0.041203333333333335,0.2817366666666667,2,9,2021-07-07,16.0,DM,0.0,0.0,0.0,"POLYGON ((-77.01596197359193 42.8784577972534, -77.01605269358596 42.87847410725443, -77.01604966702091 42.87848283000867, -77.01595894701471 42.8784665200055, -77.01596197359193 42.8784577972534))",POINT (-77.01600582030329 42.878470313630594)
20210707,26,0.03199,0.06741333333333334,0.039503333333333335,0.29614666666666667,2,10,2021-07-07,1.0,DM,0.0,0.325,0.425,"POLYGON ((-77.01605269358596 42.87847410725443, -77.0161384035803 42.87849049725541, -77.01613537702671 42.878499220011655, -77.01604966702091 42.87848283000867, -77.01605269358596 42.87847410725443))",POINT (-77.0160940353033 42.878486663632614)
