acquired,plot,blue,green,red,nir,row,panel,Date,Treatment,Block,PM_severity,DM_severity,total_dis,geometry,centroid
20220622,1,0.05837666666666667,0.08466666666666667,0.08637666666666667,0.36760666666666664,1,1,2022-06-22,26.0,PM,0.0,0.0,0.75,"POLYGON ((-77.0152645742787 42.878300949250196, -77.01535545427274 42.87831851925121, -77.01535240633272 42.87832723797974, -77.0152615263266 42.87830966797658, -77.0152645742787 42.878300949250196))",POINT (-77.0153084903025 42.8783140936145)
20220622,2,0.05860344827586207,0.0851758620689655,0.08833793103448276,0.35758275862068967,1,2,2022-06-22,17.0,PM,0.0,0.0,1.05,"POLYGON ((-77.01535545427274 42.87831851925121, -77.01544069426711 42.87833411925217, -77.01543764633853 42.878342837982714, -77.01535240633272 42.87832723797974, -77.01535545427274 42.87831851925121))",POINT (-77.0153965503027 42.87833067861654)
20220622,3,0.05903214285714285,0.08603928571428571,0.08700357142857143,0.36037142857142856,1,3,2022-06-22,31.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01544069426711 42.87833411925217, -77.01552730426143 42.878350659253144, -77.0155242563444 42.87835937798574, -77.01543764633853 42.878342837982714, -77.01544069426711 42.87833411925217))",POINT (-77.01548247530272 42.87834674861851)
20220622,4,0.057916666666666665,0.08617000000000001,0.08819333333333333,0.3651266666666667,1,4,2022-06-22,3.0,PM,0.0,0.0,0.95,"POLYGON ((-77.01552730426143 42.878350659253144, -77.01561588425558 42.87836680925413, -77.01561283635041 42.87837552798884, -77.0155242563444 42.87835937798574, -77.01552730426143 42.878350659253144))",POINT (-77.01557007030289 42.87836309362055)
20220622,5,0.05917241379310345,0.08588965517241379,0.0897,0.3597862068965517,1,5,2022-06-22,27.0,PM,0.0,0.0,0.8,"POLYGON ((-77.01561588425558 42.87836680925413, -77.01570014425 42.878381989255075, -77.01569709635612 42.87839070799176, -77.01561283635041 42.87837552798884, -77.01561588425558 42.87836680925413))",POINT (-77.01565649030296 42.878378758622546)
20220622,6,0.06002903225806451,0.08705483870967741,0.0904,0.35381290322580644,1,6,2022-06-22,23.0,PM,0.0,0.0,0.8,"POLYGON ((-77.01570014425 42.878381989255075, -77.01579094424405 42.87839937925609, -77.01578789636228 42.878408097994935, -77.01569709635612 42.87839070799176, -77.01570014425 42.878381989255075))",POINT (-77.01574402030295 42.87839504362453)
20220622,7,0.06151071428571429,0.08862142857142857,0.09435,0.34961785714285715,1,7,2022-06-22,35.0,PM,0.0,0.325,3.2750000000000004,"POLYGON ((-77.01579094424405 42.87839937925609, -77.01587402423856 42.87841479925702, -77.01587097636792 42.87842351799784, -77.01578789636228 42.878408097994935, -77.01579094424405 42.87839937925609))",POINT (-77.01583096030309 42.87841144862656)
20220622,8,0.06186071428571429,0.08943214285714285,0.09529285714285715,0.35356785714285716,1,8,2022-06-22,5.0,PM,0.0,0.175,0.825,"POLYGON ((-77.01587402423856 42.87841479925702, -77.01596069423286 42.878431769258, -77.01595764637376 42.87844048800086, -77.01587097636792 42.87842351799784, -77.01587402423856 42.87841479925702))",POINT (-77.01591583530309 42.8784276436285)
20220622,9,0.061472727272727276,0.08931818181818181,0.09482727272727272,0.35048181818181817,1,9,2022-06-22,14.0,PM,0.0,0.025,1.025,"POLYGON ((-77.01596069423286 42.878431769258, -77.01605424422672 42.878449719259045, -77.01605119638012 42.87845843800412, -77.01595764637376 42.87844048800086, -77.01596069423286 42.878431769258))",POINT (-77.01600594530318 42.87844510363057)
20220622,10,0.05949642857142857,0.087775,0.09303571428571429,0.35806785714285716,1,10,2022-06-22,9.0,PM,0.0,1.275,2.625,"POLYGON ((-77.01605424422672 42.878449719259045, -77.01613850422115 42.87846450926, -77.01613545638585 42.87847322800707, -77.01605119638012 42.87845843800412, -77.01605424422672 42.878449719259045))",POINT (-77.01609485030343 42.87846147363265)
20220622,11,0.061972413793103455,0.09043793103448275,0.09543448275862068,0.34337241379310346,1,11,2022-06-22,34.0,PM,0.0,0.075,1.425,"POLYGON ((-77.01613850422115 42.87846450926, -77.01622493421546 42.87848145926097, -77.01622188639168 42.878490178010075, -77.01613545638585 42.87847322800707, -77.01613850422115 42.87846450926))",POINT (-77.01618019530333 42.87847734363459)
20220622,12,0.06250357142857144,0.09062142857142856,0.09595714285714285,0.34408214285714284,1,12,2022-06-22,11.0,PM,0.0,0.075,0.575,"POLYGON ((-77.01622493421546 42.87848145926097, -77.0163126942097 42.87849793926196, -77.01630964639764 42.87850665801316, -77.01622188639168 42.878490178010075, -77.01622493421546 42.87848145926097))",POINT (-77.0162672903035 42.87849405863662)
20220622,13,0.060306666666666675,0.08771333333333334,0.0932,0.3239866666666667,1,13,2022-06-22,28.0,PM,0.0,0.1,1.0,"POLYGON ((-77.0163126942097 42.87849793926196, -77.01639960420395 42.878514359262944, -77.01639655640352 42.878523078016194, -77.01630964639764 42.87850665801316, -77.0163126942097 42.87849793926196))",POINT (-77.01635462530355 42.878510508638634)
20220622,14,0.06401379310344828,0.09141034482758621,0.0997551724137931,0.3186172413793103,1,14,2022-06-22,16.0,PM,0.0,0.0,0.6,"POLYGON ((-77.01639960420395 42.878514359262944, -77.01648440419838 42.878530209263886, -77.01648135640927 42.87853892801913, -77.01639655640352 42.878523078016194, -77.01639960420395 42.878514359262944))",POINT (-77.01644048030364 42.87852664364061)
20220622,15,0.05819655172413793,0.08464827586206897,0.08862413793103449,0.3247344827586207,1,15,2022-06-22,1.0,PM,0.0,0.15,1.9,"POLYGON ((-77.01648440419838 42.878530209263886, -77.01657162419265 42.878547489264875, -77.01656857641517 42.8785562080222, -77.01648135640927 42.87853892801913, -77.01648440419838 42.878530209263886))",POINT (-77.01652649030365 42.87854320864258)
20220622,16,0.06143548387096774,0.08692580645161291,0.09119354838709677,0.31181290322580646,1,16,2022-06-22,21.0,PM,0.0,0.1,1.25,"POLYGON ((-77.01657162419265 42.878547489264875, -77.01666455418655 42.878565659265924, -77.01666150642144 42.878574378025434, -77.01656857641517 42.8785562080222, -77.01657162419265 42.878547489264875))",POINT (-77.01661656530372 42.87856093364467)
20220622,17,0.06219375,0.090309375,0.097409375,0.3452375,2,1,2022-06-22,10.0,PM,0.0,0.0,2.9,"POLYGON ((-77.01526519363786 42.878326687245526, -77.01535716363179 42.87834444724656, -77.01535413697367 42.878353169984464, -77.01526216696745 42.87833540998127, -77.01526519363786 42.878326687245526))",POINT (-77.01530966530248 42.878339928614515)
20220622,18,0.06299642857142856,0.09179285714285715,0.09990714285714286,0.33214285714285713,2,2,2022-06-22,32.0,PM,0.0,0.0,1.65,"POLYGON ((-77.01535716363179 42.87834444724656, -77.01544010362635 42.878360347247515, -77.0154370769793 42.87836906998736, -77.01535413697367 42.878353169984464, -77.01535716363179 42.87834444724656))",POINT (-77.01539712030262 42.87835675861655)
20220622,19,0.060786206896551724,0.09107586206896551,0.09837241379310345,0.33616206896551726,2,3,2022-06-22,7.0,PM,0.0,0.0,0.3,"POLYGON ((-77.01544010362635 42.878360347247515, -77.01552583362069 42.87837611724848, -77.01552280698512 42.87838483999034, -77.0154370769793 42.87836906998736, -77.01544010362635 42.878360347247515))",POINT (-77.01548145530275 42.8783725936185)
20220622,20,0.06079375,0.089025,0.095784375,0.340021875,2,4,2022-06-22,29.0,PM,0.0,0.025,1.625,"POLYGON ((-77.01552583362069 42.87837611724848, -77.01561655361472 42.878393657249504, -77.01561352699126 42.878402379993496, -77.01552280698512 42.87838483999034, -77.01552583362069 42.87837611724848))",POINT (-77.01556968030273 42.87838924862052)
20220622,21,0.06382413793103449,0.09130689655172414,0.09981379310344828,0.34108275862068965,2,5,2022-06-22,36.0,PM,0.0,0.0,1.1,"POLYGON ((-77.01561655361472 42.878393657249504, -77.01570177360908 42.87840924725045, -77.01569874699705 42.87841796999645, -77.01561352699126 42.878402379993496, -77.01561655361472 42.878393657249504))",POINT (-77.01565765030291 42.878405813622564)
20220622,22,0.06143103448275861,0.08865172413793103,0.09585172413793104,0.33499655172413795,2,6,2022-06-22,15.0,PM,0.0,0.0,0.4,"POLYGON ((-77.01570177360908 42.87840924725045, -77.01578994360328 42.87842550725146, -77.01578691700306 42.87843422999952, -77.01569874699705 42.87841796999645, -77.01570177360908 42.87840924725045))",POINT (-77.015744345303 42.87842173862455)
20220622,23,0.0649448275862069,0.09372413793103448,0.10541379310344828,0.32523793103448273,2,7,2022-06-22,19.0,PM,0.0,0.4,0.55,"POLYGON ((-77.01578994360328 42.87842550725146, -77.0158741935977 42.87844101725241, -77.01587116700875 42.87844974000245, -77.01578691700306 42.87843422999952, -77.01578994360328 42.87842550725146))",POINT (-77.0158305553031 42.878437623626546)
20220622,24,0.06769642857142856,0.09668214285714286,0.109225,0.3233464285714286,2,8,2022-06-22,2.0,PM,0.0,0.15,0.5,"POLYGON ((-77.0158741935977 42.87844101725241, -77.01596197359193 42.8784577972534, -77.01595894701471 42.8784665200055, -77.01587116700875 42.87844974000245, -77.0158741935977 42.87844101725241))",POINT (-77.01591657030309 42.87845376862851)
20220622,25,0.071190625,0.10164375,0.116675,0.325503125,2,9,2022-06-22,33.0,PM,0.0,0.075,0.275,"POLYGON ((-77.01596197359193 42.8784577972534, -77.01605269358596 42.87847410725443, -77.01604966702091 42.87848283000867, -77.01595894701471 42.8784665200055, -77.01596197359193 42.8784577972534))",POINT (-77.01600582030329 42.878470313630594)
20220622,26,0.06665714285714286,0.095775,0.10703214285714287,0.322675,2,10,2022-06-22,6.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01605269358596 42.87847410725443, -77.0161384035803 42.87849049725541, -77.01613537702671 42.878499220011655, -77.01604966702091 42.87848283000867, -77.01605269358596 42.87847410725443))",POINT (-77.0160940353033 42.878486663632614)
20220622,28,0.0683258064516129,0.09650967741935484,0.10988387096774192,0.3109935483870968,2,12,2022-06-22,30.0,PM,0.0,0.1,0.25,"POLYGON ((-77.01622414357463 42.878506377256386, -77.01631334356878 42.87852341725739, -77.01631031703857 42.878532140017754, -77.01622111703252 42.878515100014646, -77.01622414357463 42.878506377256386))",POINT (-77.01626723030346 42.878519258636615)
20220622,29,0.06789655172413793,0.0961,0.10984137931034484,0.29540689655172414,2,13,2022-06-22,18.0,PM,0.0,0.0,0.55,"POLYGON ((-77.01631334356878 42.87852341725739, -77.0163990835631 42.87853944725836, -77.01639605704437 42.87854817002073, -77.01631031703857 42.878532140017754, -77.01631334356878 42.87852341725739))",POINT (-77.01635470030357 42.87853579363863)
20220622,30,0.06615,0.09392,0.10432000000000001,0.30215333333333333,2,14,2022-06-22,25.0,PM,0.0,0.0,0.6,"POLYGON ((-77.0163990835631 42.87853944725836, -77.01648455355748 42.878555717259346, -77.01648152705017 42.87856444002372, -77.01639605704437 42.87854817002073, -77.0163990835631 42.87853944725836))",POINT (-77.01644030530362 42.878551943640616)
20220622,32,0.06548709677419355,0.09102903225806451,0.10147741935483871,0.2930548387096774,2,16,2022-06-22,8.0,PM,0.0,0.35,0.6,"POLYGON ((-77.01657232355171 42.87857230726035, -77.01666522354556 42.87858943726138, -77.01666219706243 42.878598160029995, -77.01656929705614 42.87858103002678, -77.01657232355171 42.87857230726035))",POINT (-77.01661726030383 42.878585233644706)
20220622,33,0.057817241379310345,0.08743448275862069,0.08998620689655172,0.35297586206896553,3,1,2022-06-22,4.0,PM,0.0,0.0,1.25,"POLYGON ((-77.01526711463642 42.878349949317695, -77.0153567946305 42.87836706931872, -77.01535374597496 42.878375787912304, -77.01526406596888 42.87835866790916, -77.01526711463642 42.878349949317695))",POINT (-77.01531043030252 42.87836286861454)
20220622,35,0.06478275862068965,0.09446896551724138,0.10349655172413794,0.36265517241379314,3,3,2022-06-22,20.0,PM,0.0,0.0,2.0,"POLYGON ((-77.01544332462481 42.878383069319675, -77.01552941461914 42.87839975932065, -77.01552636598664 42.87840847791833, -77.01544027598082 42.87839178791532, -77.01544332462481 42.878383069319675))",POINT (-77.01548484530268 42.87839577361856)
20220622,37,0.059271428571428565,0.08787142857142857,0.08878571428571429,0.36115714285714284,3,5,2022-06-22,13.0,PM,0.0,0.0,1.25,"POLYGON ((-77.01561916461324 42.87841697932166, -77.01570468460761 42.8784327193226, -77.01570163599854 42.87844143792444, -77.01561611599273 42.878425697921465, -77.01561916461324 42.87841697932166))",POINT (-77.01566040030295 42.878429208622634)
20220622,39,0.06043333333333334,0.08805333333333333,0.09350666666666667,0.33830666666666664,3,7,2022-06-22,36.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01579154460191 42.87844946932359, -77.01587709459628 42.87846557932455, -77.01587404601023 42.878474297930474, -77.01578849600443 42.878458187927485, -77.01579154460191 42.87844946932359))",POINT (-77.01583279530308 42.8784618836266)
20220622,40,0.05897931034482758,0.08673448275862068,0.09222068965517242,0.35333448275862067,3,8,2022-06-22,6.0,PM,0.0,0.0,0.75,"POLYGON ((-77.01587709459628 42.87846557932455, -77.01596324459061 42.878481699325526, -77.01596019601607 42.87849041793347, -77.01587404601023 42.878474297930474, -77.01587709459628 42.87846557932455))",POINT (-77.01591864530316 42.878477998628576)
20220622,41,0.060955172413793106,0.08726551724137932,0.09192413793103449,0.36642413793103445,3,9,2022-06-22,18.0,PM,0.0,0.0,2.25,"POLYGON ((-77.01596324459061 42.878481699325526, -77.0160529845847 42.87849893932652, -77.01604993602213 42.87850765793659, -77.01596019601607 42.87849041793347, -77.01596324459061 42.878481699325526))",POINT (-77.0160065903032 42.878494678630595)
20220622,43,0.06522666666666667,0.09302666666666666,0.10282333333333334,0.32722666666666667,3,11,2022-06-22,2.0,PM,0.0,0.0,1.0,"POLYGON ((-77.01613963457898 42.878515279327495, -77.01622501457337 42.878531369328435, -77.0162219660338 42.87854008794258, -77.016136586028 42.87852399793961, -77.01613963457898 42.878515279327495))",POINT (-77.0161808003034 42.878527683634616)
20220622,45,0.06296551724137932,0.08914827586206897,0.09877241379310345,0.3155448275862069,3,13,2022-06-22,33.0,PM,0.0,0.375,1.375,"POLYGON ((-77.0163129745676 42.87854819932944, -77.01640065456179 42.87856452933044, -77.01639760604569 42.87857324794875, -77.01630992603975 42.87855691794567, -77.0163129745676 42.87854819932944))",POINT (-77.01635529030358 42.87856072363865)
20220622,46,0.06318333333333334,0.08734333333333333,0.09311333333333333,0.30671666666666664,3,14,2022-06-22,15.0,PM,0.0,0.0,2.0,"POLYGON ((-77.01640065456179 42.87856452933044, -77.01648429455629 42.87858037933136, -77.01648124605134 42.87858909795165, -77.01639760604569 42.87857324794875, -77.01640065456179 42.87856452933044))",POINT (-77.01644095030365 42.878576813640635)
20220622,47,0.05971666666666666,0.08363666666666666,0.08944333333333333,0.29635333333333336,3,15,2022-06-22,21.0,PM,0.0,0.0,1.0,"POLYGON ((-77.01648429455629 42.87858037933136, -77.01657338455043 42.87859736933237, -77.01657033605737 42.87860608795477, -77.01648124605134 42.87858909795165, -77.01648429455629 42.87858037933136))",POINT (-77.0165273153037 42.87859323364261)
20220622,48,0.05948064516129032,0.08469032258064516,0.08944838709677419,0.29313870967741934,3,16,2022-06-22,11.0,PM,0.0,0.0,0.75,"POLYGON ((-77.01657338455043 42.87859736933237, -77.01666505454439 42.878614339333424, -77.0166620060636 42.878623057957995, -77.01657033605737 42.87860608795477, -77.01657338455043 42.87859736933237))",POINT (-77.01661769530384 42.87861021364472)
20220622,49,0.06359354838709677,0.09259354838709677,0.10015806451612903,0.33786451612903223,4,1,2022-06-22,24.0,PM,0.0,0.0,0.45,"POLYGON ((-77.01526739175482 42.87837428066731, -77.01535814174883 42.87839186066833, -77.01535507885663 42.87840057656277, -77.01526432885052 42.8783829965596, -77.01526739175482 42.87837428066731))",POINT (-77.0153112353025 42.878387428614566)
20220622,51,0.0622551724137931,0.08941724137931036,0.09693793103448275,0.34445862068965516,4,3,2022-06-22,4.0,PM,0.0,0.0,0.9,"POLYGON ((-77.01544345174324 42.87840790066927, -77.01553001173755 42.87842466067023, -77.01552694886827 42.87843337656876, -77.01544038886243 42.87841661656575, -77.01544345174324 42.87840790066927))",POINT (-77.0154852003027 42.87842063861857)
20220622,52,0.061767857142857145,0.09056071428571429,0.09796785714285715,0.3466821428571428,4,4,2022-06-22,31.0,PM,0.0,0.0,0.95,"POLYGON ((-77.01553001173755 42.87842466067023, -77.0156187417317 42.87844160067122, -77.01561567887427 42.878450316571865, -77.01552694886827 42.87843337656876, -77.01553001173755 42.87842466067023))",POINT (-77.0155728453028 42.8784374886206)
