acquired,plot,blue,green,red,nir,veg_smr,ndvi,evi,arvi,savi,msavi,msavi_exp,gcc,gri,row,panel,Date,Treatment,Block,PM_severity,DM_severity,total_dis,geometry,centroid,DM_inc,PM_inc
20220622,1,0.0642156302928924,0.0968937575817108,0.101359374821186,0.3703156411647796,0.5411853790283203,0.5703414678573608,0.4493586421012878,0.4560090005397796,0.4151827692985534,0.2939778566360473,0.4221055209636688,0.3693855106830597,0.9576200246810912,1,1,2022-06-22,26.0,PM,0.0,0.0,0.75,"POLYGON ((-77.0152645742787 42.878300949250196, -77.01535545427274 42.87831851925121, -77.01535240633272 42.87832723797974, -77.0152615263266 42.87830966797658, -77.0152645742787 42.878300949250196))",POINT (-77.0153084903025 42.8783140936145),0.0,0.0
20220622,2,0.0654366731643676,0.0970299959182739,0.1045966625213623,0.3584766705830892,0.5049053192138672,0.548477045694987,0.4246680895487467,0.4280800501505534,0.3954556465148925,0.2664016087849934,0.3965120951334635,0.36337464650472,0.9285313924153644,1,2,2022-06-22,17.0,PM,0.0,0.0,1.05,"POLYGON ((-77.01535545427274 42.87831851925121, -77.01544069426711 42.87833411925217, -77.01543764633853 42.878342837982714, -77.01535240633272 42.87832723797974, -77.01535545427274 42.87831851925121))",POINT (-77.0153965503027 42.87833067861654),0.0,0.0
20220622,3,0.0659766674041748,0.0972533305486043,0.1043100039164225,0.3553266525268554,0.4975616455078125,0.546481196085612,0.4224888165791829,0.4278098424275716,0.3924341837565104,0.2610139687856038,0.392264175415039,0.3636285146077474,0.933401616414388,1,3,2022-06-22,31.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01544069426711 42.87833411925217, -77.01552730426143 42.878350659253144, -77.0155242563444 42.87835937798574, -77.01543764633853 42.878342837982714, -77.01544069426711 42.87833411925217))",POINT (-77.01548247530272 42.87834674861851),0.0,0.0
20220622,4,0.0641357132366725,0.096182141985212,0.1019107103347778,0.3617214475359235,0.521190711430141,0.5605393818446568,0.435539756502424,0.4433119297027588,0.4044369970049177,0.2769668783460344,0.4080071449279785,0.3668264661516462,0.9447617530822754,1,4,2022-06-22,3.0,PM,0.0,0.0,0.95,"POLYGON ((-77.01552730426143 42.878350659253144, -77.01561588425558 42.87836680925413, -77.01561283635041 42.87837552798884, -77.0155242563444 42.87835937798574, -77.01552730426143 42.878350659253144))",POINT (-77.01557007030289 42.87836309362055),0.0,0.0
20220622,5,0.0647620702611989,0.0952482799003864,0.1035034492098052,0.3537000129962789,0.4993946141210095,0.5472658420431202,0.420351949231378,0.4267435402705751,0.3920617596856479,0.2594323651543979,0.3922259889799973,0.3615252396156048,0.921422497979526,1,5,2022-06-22,27.0,PM,0.0,0.0,0.8,"POLYGON ((-77.01561588425558 42.87836680925413, -77.01570014425 42.878381989255075, -77.01569709635612 42.87839070799176, -77.01561283635041 42.87837552798884, -77.01561588425558 42.87836680925413))",POINT (-77.01565649030296 42.878378758622546),0.0,0.0
20220622,6,0.0652333339055379,0.0966699997584025,0.1021933396657308,0.354200013478597,0.501565424601237,0.5524436314900716,0.426430606842041,0.4365270296732584,0.3953033129374186,0.2625713507334391,0.3958835283915202,0.3662070592244466,0.9474011103312174,1,6,2022-06-22,23.0,PM,0.0,0.0,0.8,"POLYGON ((-77.01570014425 42.878381989255075, -77.01579094424405 42.87839937925609, -77.01578789636228 42.878408097994935, -77.01569709635612 42.87839070799176, -77.01570014425 42.878381989255075))",POINT (-77.01574402030295 42.87839504362453),0.0,0.0
20220622,7,0.0650814859955399,0.0954888926612006,0.1024407369119149,0.351740731133355,0.4968750918353045,0.5491349962022569,0.4216680173520689,0.4315616113168222,0.3919411411991826,0.2575165783917462,0.3915688550030743,0.3631741205851237,0.9327829855459708,1,7,2022-06-22,35.0,PM,0.0,0.325,3.2750000000000004,"POLYGON ((-77.01579094424405 42.87839937925609, -77.01587402423856 42.87841479925702, -77.01587097636792 42.87842351799784, -77.01578789636228 42.878408097994935, -77.01579094424405 42.87839937925609))",POINT (-77.01583096030309 42.87841144862656),0.0,0.0
20220622,8,0.0682199954986572,0.0972733338673909,0.1071800072987874,0.348283322652181,0.4720359166463216,0.5295588811238606,0.4074878056844075,0.4093327204386393,0.3785452842712402,0.2433545430501302,0.3748990058898925,0.3568881670633951,0.9087920506795248,1,8,2022-06-22,5.0,PM,0.0,0.175,0.825,"POLYGON ((-77.01587402423856 42.87841479925702, -77.01596069423286 42.878431769258, -77.01595764637376 42.87844048800086, -77.01587097636792 42.87842351799784, -77.01587402423856 42.87841479925702))",POINT (-77.01591583530309 42.8784276436285),0.0,0.0
20220622,9,0.0671096770994124,0.0968548405554986,0.1041322523547757,0.3543967585409841,0.495147705078125,0.5460763746692289,0.4240181215347782,0.4307943774807837,0.3916922538511215,0.2596145752937563,0.3912155705113564,0.3614014041039251,0.9308837767570248,1,9,2022-06-22,14.0,PM,0.0,0.025,1.025,"POLYGON ((-77.01596069423286 42.878431769258, -77.01605424422672 42.878449719259045, -77.01605119638012 42.87845843800412, -77.01595764637376 42.87844048800086, -77.01596069423286 42.878431769258))",POINT (-77.01600594530318 42.87844510363057),0.0,0.0
20220622,10,0.0642500008855547,0.0951321465628487,0.1017999989645821,0.3594714232853481,0.5174626963479179,0.5588250160217285,0.4329019274030413,0.4416864940098354,0.4021133014133998,0.2728940418788365,0.4049290588923863,0.3641976288386753,0.9347366605486188,1,10,2022-06-22,9.0,PM,0.0,1.275,2.625,"POLYGON ((-77.01605424422672 42.878449719259045, -77.01613850422115 42.87846450926, -77.01613545638585 42.87847322800707, -77.01605119638012 42.87845843800412, -77.01605424422672 42.878449719259045))",POINT (-77.01609485030343 42.87846147363265),0.0,0.0
20220622,11,0.0675724128196979,0.0996206875505118,0.1076172466935782,0.3432034459607354,0.4571360226335196,0.522909032887426,0.3975603827114763,0.3990272653513941,0.3717146577506229,0.2333155336051151,0.3659728806594322,0.3626221952767208,0.9268130598397092,1,11,2022-06-22,34.0,PM,0.0,0.075,1.425,"POLYGON ((-77.01613850422115 42.87846450926, -77.01622493421546 42.87848145926097, -77.01622188639168 42.878490178010075, -77.01613545638585 42.87847322800707, -77.01613850422115 42.87846450926))",POINT (-77.01618019530333 42.87847734363459),0.0,0.0
20220622,12,0.067848279558379,0.0986172413003855,0.1065448234821188,0.345224117410594,0.4653667252639244,0.5288564090071053,0.404611324441844,0.4087682263604525,0.3763036399052061,0.2390106464254445,0.3722266493172481,0.3617263004697602,0.9284776490310144,1,12,2022-06-22,11.0,PM,0.0,0.075,0.575,"POLYGON ((-77.01622493421546 42.87848145926097, -77.0163126942097 42.87849793926196, -77.01630964639764 42.87850665801316, -77.01622188639168 42.878490178010075, -77.01622493421546 42.87848145926097))",POINT (-77.0162672903035 42.87849405863662),0.0,0.0
20220622,13,0.0669862031936645,0.0955689693319386,0.1016448284017628,0.3335861995302397,0.4547291459708378,0.5329445148336476,0.4024234311334018,0.4200559484547582,0.3719479133342874,0.2256299380598397,0.3656416925890692,0.3617966750572468,0.9408124726394128,1,13,2022-06-22,28.0,PM,0.0,0.1,1.0,"POLYGON ((-77.0163126942097 42.87849793926196, -77.01639960420395 42.878514359262944, -77.01639655640352 42.878523078016194, -77.01630964639764 42.87850665801316, -77.0163126942097 42.87849793926196))",POINT (-77.01635462530355 42.878510508638634),0.0,0.0
20220622,14,0.0666965533947122,0.0974379243521854,0.1056103459719953,0.3212931073945144,0.4145520308922077,0.5053779338968212,0.3708472087465483,0.3800444767392915,0.3490396039239291,0.1969692624848464,0.338037030450229,0.3613735396286537,0.9240991000471444,1,14,2022-06-22,16.0,PM,0.0,0.0,0.6,"POLYGON ((-77.01639960420395 42.878514359262944, -77.01648440419838 42.878530209263886, -77.01648135640927 42.87853892801913, -77.01639655640352 42.878523078016194, -77.01639960420395 42.878514359262944))",POINT (-77.01644048030364 42.87852664364061),0.0,0.0
20220622,15,0.0651966691017151,0.0945700089136759,0.1006733258565266,0.3269633293151855,0.44477113087972,0.5292633692423503,0.3927441596984863,0.4127089182535807,0.3659040768941243,0.2153442700703939,0.3585944493611653,0.3634223937988281,0.9424813588460288,1,15,2022-06-22,1.0,PM,0.0,0.15,1.9,"POLYGON ((-77.01648440419838 42.878530209263886, -77.01657162419265 42.878547489264875, -77.01656857641517 42.8785562080222, -77.01648135640927 42.87853892801913, -77.01648440419838 42.878530209263886))",POINT (-77.01652649030365 42.87854320864258),0.0,0.0
20220622,16,0.0652656257152557,0.0939375013113021,0.100590631365776,0.3225781321525574,0.4354390203952789,0.5247687101364136,0.3863554894924164,0.4078624844551086,0.3606746196746826,0.2075631916522979,0.3523009419441223,0.3620380759239197,0.9366927742958068,1,16,2022-06-22,21.0,PM,0.0,0.1,1.25,"POLYGON ((-77.01657162419265 42.878547489264875, -77.01666455418655 42.878565659265924, -77.01666150642144 42.878574378025434, -77.01656857641517 42.8785562080222, -77.01657162419265 42.878547489264875))",POINT (-77.01661656530372 42.87856093364467),5.0,0.0
20220622,17,0.0641406252980232,0.0937687531113624,0.0986125022172927,0.3623406291007995,0.5334306359291077,0.5720487236976624,0.447612851858139,0.4627123475074768,0.4115746021270752,0.2837061882019043,0.4169813990592956,0.365568995475769,0.9510689973831176,2,1,2022-06-22,10.0,PM,0.0,0.0,2.9,"POLYGON ((-77.01526519363786 42.878326687245526, -77.01535716363179 42.87834444724656, -77.01535413697367 42.878353169984464, -77.01526216696745 42.87833540998127, -77.01526519363786 42.878326687245526))",POINT (-77.01530966530248 42.878339928614515),0.0,0.0
20220622,18,0.0659148163265652,0.0954037065859194,0.101625919342041,0.348592581572356,0.4907673729790581,0.5484046936035156,0.4216640966909903,0.4346360100640191,0.3897525646068431,0.253145694732666,0.3885322853370949,0.362918217976888,0.939231519345884,2,2,2022-06-22,32.0,PM,0.0,0.0,1.65,"POLYGON ((-77.01535716363179 42.87834444724656, -77.01544010362635 42.878360347247515, -77.0154370769793 42.87836906998736, -77.01535413697367 42.878353169984464, -77.01535716363179 42.87834444724656))",POINT (-77.01539712030262 42.87835675861655),0.0,0.0
20220622,19,0.0624724092154667,0.0933620683078108,0.0977758621347361,0.352589673009412,0.515360010081324,0.5657283519876415,0.433093366951778,0.4519665487881364,0.4021007932465651,0.2669918454926589,0.4045525254874393,0.3681393985090584,0.954980915990369,2,3,2022-06-22,7.0,PM,0.0,0.0,0.3,"POLYGON ((-77.01544010362635 42.878360347247515, -77.01552583362069 42.87837611724848, -77.01552280698512 42.87838483999034, -77.0154370769793 42.87836906998736, -77.01544010362635 42.878360347247515))",POINT (-77.01548145530275 42.8783725936185),0.0,0.0
20220622,20,0.0621068970910434,0.0926999963563064,0.0996413724175814,0.3507517124044484,0.5077998391513167,0.5575740419585129,0.4233321814701475,0.4378239204143656,0.3962750928155307,0.2603996868791251,0.3974813921698208,0.3642653761238887,0.9303383662782866,2,4,2022-06-22,29.0,PM,0.0,0.025,1.625,"POLYGON ((-77.01552583362069 42.87837611724848, -77.01561655361472 42.878393657249504, -77.01561352699126 42.878402379993496, -77.01552280698512 42.87838483999034, -77.01552583362069 42.87837611724848))",POINT (-77.01556968030273 42.87838924862052),0.0,0.0
20220622,21,0.0650931021262859,0.095117240116514,0.103048275256979,0.3502793147646147,0.4924285822901232,0.5452965703503839,0.4176722559435614,0.4261935003872575,0.3889376870517073,0.2540109075348952,0.3883293414938039,0.3614182965508822,0.9241963748274178,2,5,2022-06-22,36.0,PM,0.0,0.0,1.1,"POLYGON ((-77.01561655361472 42.878393657249504, -77.01570177360908 42.87840924725045, -77.01569874699705 42.87841796999645, -77.01561352699126 42.878402379993496, -77.01561655361472 42.878393657249504))",POINT (-77.01565765030291 42.878405813622564),0.0,0.0
20220622,22,0.0641517269200292,0.0928448233111151,0.0987586152964624,0.3488379511339911,0.5032188152444774,0.5587642932760304,0.4281432381991682,0.4470364471961712,0.3957922376435378,0.2583939453651165,0.3963689146370723,0.3630088937693628,0.940326690673828,2,6,2022-06-22,15.0,PM,0.0,0.0,0.4,"POLYGON ((-77.01570177360908 42.87840924725045, -77.01578994360328 42.87842550725146, -77.01578691700306 42.87843422999952, -77.01569874699705 42.87841796999645, -77.01570177360908 42.87840924725045))",POINT (-77.015744345303 42.87842173862455),0.0,0.0
20220622,23,0.0649758618453453,0.0947965506849617,0.1015172415766222,0.3421206967584018,0.4777924110149515,0.5421564825649919,0.4108321091224407,0.424976085794383,0.3823202067408068,0.2414915479462722,0.3793317202864022,0.3628570622411267,0.9342618481866244,2,7,2022-06-22,19.0,PM,0.0,0.4,0.55,"POLYGON ((-77.01578994360328 42.87842550725146, -77.0158741935977 42.87844101725241, -77.01587116700875 42.87844974000245, -77.01578691700306 42.87843422999952, -77.01578994360328 42.87842550725146))",POINT (-77.0158305553031 42.878437623626546),10.0,0.0
20220622,24,0.0667068917175819,0.0973896569219128,0.1081517235986117,0.3395103586131128,0.4507847818835028,0.5165886056834254,0.3886964074496565,0.3883032305487271,0.36608153376086,0.2259390929649616,0.3599899555074757,0.3578886163645777,0.9014842592436692,2,8,2022-06-22,2.0,PM,0.0,0.15,0.5,"POLYGON ((-77.0158741935977 42.87844101725241, -77.01596197359193 42.8784577972534, -77.01595894701471 42.8784665200055, -77.01587116700875 42.87844974000245, -77.0158741935977 42.87844101725241))",POINT (-77.01591657030309 42.87845376862851),0.0,0.0
20220622,25,0.0733333349227905,0.1050533294677734,0.1198300043741862,0.3320066452026367,0.3892777760823567,0.4699144045511881,0.3536752700805664,0.3333076159159342,0.3344283739725748,0.193759282430013,0.3221535364786784,0.3525548299153646,0.8786992390950521,2,9,2022-06-22,33.0,PM,0.0,0.075,0.275,"POLYGON ((-77.01596197359193 42.8784577972534, -77.01605269358596 42.87847410725443, -77.01604966702091 42.87848283000867, -77.01595894701471 42.8784665200055, -77.01596197359193 42.8784577972534))",POINT (-77.01600582030329 42.878470313630594),0.0,0.0
20220622,26,0.0680200020472208,0.0991366704305013,0.1099266688028971,0.3384366989135742,0.4405924161275228,0.5096776326497395,0.3840441385904948,0.3809244155883789,0.3613807996114095,0.2210405190785725,0.3539767583211263,0.3578418731689453,0.902473258972168,2,10,2022-06-22,6.0,PM,0.0,0.0,0.5,"POLYGON ((-77.01605269358596 42.87847410725443, -77.0161384035803 42.87849049725541, -77.01613537702671 42.878499220011655, -77.01604966702091 42.87848283000867, -77.01605269358596 42.87847410725443))",POINT (-77.0160940353033 42.878486663632614),0.0,0.0
20220622,28,0.0655645170519428,0.0939096789206228,0.1024451563435216,0.3308774271318989,0.4498529126567225,0.5264415740966797,0.3927869181479177,0.4069213251913747,0.3668223350278793,0.2197211480909778,0.3606421562933152,0.3588157161589592,0.9184629378780242,2,12,2022-06-22,30.0,PM,0.0,0.1,0.25,"POLYGON ((-77.01622414357463 42.878506377256386, -77.01631334356878 42.87852341725739, -77.01631031703857 42.878532140017754, -77.01622111703252 42.878515100014646, -77.01622414357463 42.878506377256386))",POINT (-77.01626723030346 42.878519258636615),0.0,0.0
20220622,29,0.0669299999872843,0.0953133265177408,0.1048099994659423,0.3166500091552734,0.4078613917032878,0.502381165822347,0.3668073654174805,0.3786335309346517,0.3446900049845378,0.1899528503417968,0.3330080350240071,0.3570083618164062,0.910021464029948,2,13,2022-06-22,18.0,PM,0.0,0.0,0.55,"POLYGON ((-77.01631334356878 42.87852341725739, -77.0163990835631 42.87853944725836, -77.01639605704437 42.87854817002073, -77.01631031703857 42.878532140017754, -77.01631334356878 42.87852341725739))",POINT (-77.01635470030357 42.87853579363863),0.0,0.0
20220622,30,0.0692259249863801,0.0983037065576624,0.1117666650701452,0.3047888720477069,0.357174555460612,0.4634205147072121,0.3315087777596933,0.3281357376663773,0.3158796451709889,0.1578466627332899,0.2996911649350767,0.3521357642279731,0.8806560657642506,2,14,2022-06-22,25.0,PM,0.0,0.0,0.6,"POLYGON ((-77.0163990835631 42.87853944725836, -77.01648455355748 42.878555717259346, -77.01648152705017 42.87856444002372, -77.01639605704437 42.87854817002073, -77.0163990835631 42.87853944725836))",POINT (-77.01644030530362 42.878551943640616),0.0,0.0
20220622,32,0.0643749982118606,0.0912500023841857,0.0989937484264373,0.3026593923568725,0.3966524600982666,0.5065339803695679,0.3605177104473114,0.3876166343688965,0.3386281728744507,0.174369215965271,0.3258461952209472,0.3587176203727722,0.9247812628746032,2,16,2022-06-22,8.0,PM,0.0,0.35,0.6,"POLYGON ((-77.01657232355171 42.87857230726035, -77.01666522354556 42.87858943726138, -77.01666219706243 42.878598160029995, -77.01656929705614 42.87858103002678, -77.01657232355171 42.87857230726035))",POINT (-77.01661726030383 42.878585233644706),0.0,0.0
20220622,33,0.0642806483853247,0.0953645090903005,0.103051608608615,0.3506935488793157,0.4939525973412298,0.5458881009009576,0.4164856941469254,0.4244121428458921,0.3894755455755418,0.2546695278536889,0.3888958961732925,0.3632909713252898,0.9268756989509828,3,1,2022-06-22,4.0,PM,0.0,0.0,1.25,"POLYGON ((-77.01526711463642 42.878349949317695, -77.0153567946305 42.87836706931872, -77.01535374597496 42.878375787912304, -77.01526406596888 42.87835866790916, -77.01526711463642 42.878349949317695))",POINT (-77.01531043030252 42.87836286861454),0.0,0.0
20220622,35,0.0746833324432373,0.1074866771697998,0.1245666662851969,0.341463311513265,0.3955825487772623,0.4654608408610026,0.3549053192138672,0.3240739822387695,0.3367862701416015,0.2031737009684245,0.3255087534586589,0.3505517959594726,0.8638273874918619,3,3,2022-06-22,20.0,PM,0.0,0.0,2.0,"POLYGON ((-77.01544332462481 42.878383069319675, -77.01552941461914 42.87839975932065, -77.01552636598664 42.87840847791833, -77.01544027598082 42.87839178791532, -77.01544332462481 42.878383069319675))",POINT (-77.01548484530268 42.87839577361856),0.0,0.0
20220622,37,0.0649241414563409,0.0963000018021156,0.1036413784684806,0.3516689497849037,0.4929917105313005,0.5449131932751886,0.4174435056489089,0.4242412632909314,0.3894798344579236,0.2555031283148404,0.3888230817071322,0.3637220448461072,0.9308062586291084,3,5,2022-06-22,13.0,PM,0.0,0.0,1.25,"POLYGON ((-77.01561916461324 42.87841697932166, -77.01570468460761 42.8784327193226, -77.01570163599854 42.87844143792444, -77.01561611599273 42.878425697921465, -77.01561916461324 42.87841697932166))",POINT (-77.01566040030295 42.878429208622634),0.0,0.0
